state,district,constituency,constituency_hi,constituency_kn,region_type,population,registered_voters,male_voters,female_voters,youth_voters,senior_voters,literacy_rate,transport_accessibility,awareness_score,weather_score,campaign_intensity,holiday_factor,historical_turnout,turnout_9am,turnout_11am,turnout_1pm,turnout_3pm,turnout_5pm,current_turnout,participation_momentum,risk_level,actual_final_turnout
Madhya Pradesh,Jabalpur,Jabalpur Assembly,Jabalpur Assembly,Jabalpur Assembly,Urban,583185,416134,221840,194294,112312,54332,79.48,87,72,92,40,0,64.08,12.99,27.36,36.72,48.07,60.0,48.07,Declining,Medium,62.77
Madhya Pradesh,Jhabua,Jhabua Assembly,Jhabua Assembly,Jhabua Assembly,Urban,354588,242659,130126,112533,75501,32547,88.87,62,84,80,57,0,62.68,13.92,26.16,37.56,47.5,57.19,47.5,Declining,Low,62.45
Madhya Pradesh,Katni,Katni Assembly,Katni Assembly,Katni Assembly,Rural,395838,271861,143568,128293,97823,31557,66.09,68,59,86,51,0,68.97,16.0,30.82,40.19,52.4,61.46,52.4,Declining,Low,67.61
Madhya Pradesh,Khandwa,Khandwa Assembly,Khandwa Assembly,Khandwa Assembly,Rural,228380,153356,80252,73104,54730,20757,70.73,63,78,98,59,1,75.76,17.49,32.62,46.38,62.4,71.42,62.4,Stable,Low,77.41
Madhya Pradesh,Khargone,Khargone Assembly,Khargone Assembly,Khargone Assembly,Urban,482756,293588,149013,144575,97114,33109,85.08,82,90,71,64,1,66.04,14.43,27.83,39.46,52.68,62.62,52.68,Stable,Low,65.8
Madhya Pradesh,Mandla,Mandla Assembly,Mandla Assembly,Mandla Assembly,Rural,576562,350252,183673,166579,86480,43487,69.12,53,75,87,94,0,69.72,17.46,30.64,47.19,61.31,71.0,61.31,Stable,Low,74.94
Madhya Pradesh,Mandsaur,Mandsaur Assembly,Mandsaur Assembly,Mandsaur Assembly,Rural,352074,233265,125906,107359,82742,26029,71.65,75,75,74,70,0,71.04,15.02,30.93,48.49,58.83,71.3,58.83,Declining,Low,75.88
Madhya Pradesh,Morena,Morena Assembly,Morena Assembly,Morena Assembly,Rural,511763,312476,162426,150050,103107,44056,67.68,57,56,61,56,0,77.72,15.63,32.61,47.65,63.06,70.14,63.06,Declining,Low,77.72
Madhya Pradesh,Narsinghpur,Narsinghpur Assembly,Narsinghpur Assembly,Narsinghpur Assembly,Urban,571413,345333,175035,170298,94517,36051,74.33,79,78,82,65,0,63.82,12.66,29.79,41.96,51.28,61.09,51.28,Declining,Low,66.21
Madhya Pradesh,Neemuch,Neemuch Assembly,Neemuch Assembly,Neemuch Assembly,Rural,522902,331401,176542,154859,91157,45850,67.47,62,53,68,69,0,75.67,16.16,34.06,49.09,61.1,71.02,61.1,Declining,Low,75.86
Madhya Pradesh,Panna,Panna Assembly,Panna Assembly,Panna Assembly,Rural,308938,217053,112523,104530,52181,19657,75.94,70,53,89,60,1,68.84,14.8,29.56,39.93,56.01,62.15,56.01,Stable,Low,68.7
Madhya Pradesh,Raisen,Raisen Assembly,Raisen Assembly,Raisen Assembly,Rural,586879,353798,188511,165287,109037,50485,71.44,61,72,59,61,0,72.09,17.11,33.29,44.94,58.14,69.02,58.14,Declining,Low,72.91
Madhya Pradesh,Rajgarh,Rajgarh Assembly,Rajgarh Assembly,Rajgarh Assembly,Rural,201686,130550,68724,61826,35760,18991,71.35,60,66,65,40,0,73.18,15.24,31.12,50.25,60.62,73.12,60.62,Declining,Low,77.35
Madhya Pradesh,Ratlam,Ratlam Assembly,Ratlam Assembly,Ratlam Assembly,Rural,521342,338841,175948,162893,120959,31383,66.79,46,72,80,57,0,72.18,15.23,30.64,45.88,60.58,70.61,60.58,Stable,Low,74.46
Madhya Pradesh,Rewa,Rewa Assembly,Rewa Assembly,Rewa Assembly,Rural,471689,329305,176520,152785,114665,39355,75.55,53,67,55,60,0,70.95,15.38,32.39,42.17,59.16,66.25,59.16,Stable,Low,72.66
Madhya Pradesh,Sagar,Sagar Assembly,Sagar Assembly,Sagar Assembly,Urban,385704,238241,120764,117477,61599,32515,77.24,79,74,63,71,0,70.83,13.56,33.32,46.75,55.97,69.1,55.97,Declining,Low,72.79
Madhya Pradesh,Satna,Satna Assembly,Satna Assembly,Satna Assembly,Rural,242222,170119,90152,79967,58382,16026,76.83,30,65,95,81,0,67.23,17.03,32.64,43.92,58.63,66.98,58.63,Stable,Low,72.69
Madhya Pradesh,Sehore,Sehore Assembly,Sehore Assembly,Sehore Assembly,Rural,593356,438392,224911,213481,118135,52644,66.74,77,61,63,72,1,63.58,13.53,28.09,39.87,50.48,59.9,50.48,Declining,Low,64.39
Madhya Pradesh,Seoni,Seoni Assembly,Seoni Assembly,Seoni Assembly,Rural,260770,176240,94362,81878,61201,25721,78.16,51,62,59,62,1,68.19,12.86,26.61,39.99,49.19,57.26,49.19,Declining,High,62.91
Madhya Pradesh,Shahdol,Shahdol Assembly,Shahdol Assembly,Shahdol Assembly,Rural,524359,377326,193434,183892,96026,36391,64.62,62,63,73,67,0,71.08,16.17,31.75,46.75,57.0,71.4,57.0,Declining,Low,75.49
Madhya Pradesh,Shajapur,Shajapur Assembly,Shajapur Assembly,Shajapur Assembly,Rural,330714,214103,112068,102035,69764,30430,73.59,76,63,48,65,0,73.93,14.34,33.91,48.34,61.51,69.22,61.51,Declining,Low,75.57
Madhya Pradesh,Sheopur,Sheopur Assembly,Sheopur Assembly,Sheopur Assembly,Urban,635753,416604,221263,195341,157267,62066,87.8,70,81,69,79,0,64.35,12.19,28.45,40.74,54.17,60.49,54.17,Declining,Low,66.65
Madhya Pradesh,Shivpuri,Shivpuri Assembly,Shivpuri Assembly,Shivpuri Assembly,Rural,494281,326336,166228,160108,92093,31221,75.13,76,83,56,69,0,63.42,15.91,30.26,42.35,50.74,60.87,50.74,Declining,Low,67.16
Madhya Pradesh,Sidhi,Sidhi Assembly,Sidhi Assembly,Sidhi Assembly,Rural,475583,324478,165045,159433,107547,35998,78.46,67,76,61,41,0,70.01,15.6,30.01,42.57,53.23,64.85,53.23,Declining,Low,69.99
Madhya Pradesh,Singrauli,Singrauli Assembly,Singrauli Assembly,Singrauli Assembly,Urban,595882,387777,208499,179278,146777,35814,83.48,84,71,76,39,0,63.94,12.21,26.31,40.26,48.64,59.55,48.64,Declining,Low,63.73
Madhya Pradesh,Tikamgarh,Tikamgarh Assembly,Tikamgarh Assembly,Tikamgarh Assembly,Rural,406280,254483,136920,117563,63951,38062,75.54,76,66,60,35,0,71.67,15.36,31.12,43.12,55.4,62.76,55.4,Declining,Low,69.67
Madhya Pradesh,Ujjain,Ujjain Assembly,Ujjain Assembly,Ujjain Assembly,Rural,401140,250143,128420,121723,94526,36707,66.15,66,72,98,31,0,61.28,13.18,27.33,37.3,51.12,59.13,51.12,Stable,Low,62.87
Madhya Pradesh,Umaria,Umaria Assembly,Umaria Assembly,Umaria Assembly,Rural,218314,143902,76205,67697,39835,14363,68.8,71,55,74,90,0,71.58,16.92,32.5,50.09,58.59,71.78,58.59,Declining,Low,77.94
Madhya Pradesh,Vidisha,Vidisha Assembly,Vidisha Assembly,Vidisha Assembly,Urban,228926,138147,70682,67465,43533,14739,73.99,65,79,76,56,0,58.63,10.96,25.01,36.81,43.31,53.16,43.31,Declining,Medium,56.81
Maharashtra,Ahmednagar,Ahmednagar Assembly,Ahmednagar Assembly,Ahmednagar Assembly,Rural,323670,210324,109776,100548,59453,27610,76.82,51,60,77,49,0,72.63,13.45,30.85,43.93,57.07,64.32,57.07,Declining,Low,71.21
Maharashtra,Akola,Akola Assembly,Akola Assembly,Akola Assembly,Urban,572977,361123,192689,168434,108493,50215,86.49,90,72,75,64,0,67.79,15.87,28.85,44.91,53.72,67.08,53.72,Declining,Low,70.35
Maharashtra,Amravati,Amravati Assembly,Amravati Assembly,Amravati Assembly,Rural,596037,408023,207890,200133,154986,51600,69.48,53,58,42,57,1,64.94,11.47,25.43,35.34,44.8,51.97,44.8,Declining,High,56.49
Maharashtra,Aurangabad,Aurangabad Assembly,Aurangabad Assembly,Aurangabad Assembly,Urban,325093,209095,112765,96330,67236,27585,86.66,79,61,74,61,0,61.61,14.73,28.42,40.98,51.42,60.54,51.42,Declining,Low,63.33
Maharashtra,Beed,Beed Assembly,Beed Assembly,Beed Assembly,Urban,276748,179099,93144,85955,64575,16960,74.16,73,76,81,89,0,68.08,14.72,30.15,44.72,58.56,68.26,58.56,Declining,Low,71.84
Maharashtra,Bhandara,Bhandara Assembly,Bhandara Assembly,Bhandara Assembly,Urban,642326,471868,242098,229770,145506,52029,81.79,86,78,90,48,0,68.24,14.08,32.3,43.7,55.1,66.14,55.1,Declining,Low,71.65
Maharashtra,Buldhana,Buldhana Assembly,Buldhana Assembly,Buldhana Assembly,Urban,496309,332540,169790,162750,112458,45671,78.62,59,58,75,62,0,68.31,14.79,30.4,40.5,53.0,61.75,53.0,Declining,Low,66.55
Maharashtra,Chandrapur,Chandrapur Assembly,Chandrapur Assembly,Chandrapur Assembly,Rural,239884,166621,86812,79809,45425,20730,76.14,62,63,55,48,0,74.5,14.36,32.44,42.86,59.66,68.48,59.66,Stable,Low,73.06
Maharashtra,Dhule,Dhule Assembly,Dhule Assembly,Dhule Assembly,Rural,462191,277855,148403,129452,89278,36916,77.67,73,76,75,47,0,76.86,16.51,31.59,46.35,63.18,73.7,63.18,Accelerating,Low,78.11
Maharashtra,Gadchiroli,Gadchiroli Assembly,Gadchiroli Assembly,Gadchiroli Assembly,Urban,195185,141347,72319,69028,41330,14682,84.76,68,67,64,76,1,66.44,14.27,28.56,40.14,49.96,57.88,49.96,Declining,Medium,63.07
Maharashtra,Gondia,Gondia Assembly,Gondia Assembly,Gondia Assembly,Urban,297919,195317,103795,91522,59137,21334,84.91,77,76,76,77,0,66.05,15.78,32.65,43.99,58.56,68.06,58.56,Declining,Low,72.02
Maharashtra,Hingoli,Hingoli Assembly,Hingoli Assembly,Hingoli Assembly,Rural,492336,331748,168853,162895,118534,47428,77.75,72,67,57,53,0,67.06,14.29,30.15,43.37,51.36,65.17,51.36,Declining,Low,68.35
Maharashtra,Jalgaon,Jalgaon Assembly,Jalgaon Assembly,Jalgaon Assembly,Rural,263591,185920,95495,90425,63265,24199,70.63,58,66,92,69,0,65.12,14.78,29.85,43.34,52.33,63.97,52.33,Declining,Low,67.61
Maharashtra,Jalna,Jalna Assembly,Jalna Assembly,Jalna Assembly,Rural,283021,208417,105351,103066,64977,30440,71.36,50,57,94,91,0,63.41,13.01,29.92,43.13,54.04,64.61,54.04,Declining,Low,68.42
Maharashtra,Kolhapur,Kolhapur Assembly,Kolhapur Assembly,Kolhapur Assembly,Rural,282658,193060,97928,95132,64662,22175,74.03,47,57,55,80,0,70.72,15.97,30.57,45.19,53.21,65.21,53.21,Declining,Medium,70.73
Maharashtra,Latur,Latur Assembly,Latur Assembly,Latur Assembly,Rural,211541,144156,77565,66591,37515,18987,65.27,56,67,57,57,0,73.48,13.55,31.44,46.54,57.84,70.11,57.84,Declining,Low,73.93
Maharashtra,Mumbai City,Mumbai City Assembly,Mumbai City Assembly,Mumbai City Assembly,Urban,523125,324210,175065,149145,114582,30882,83.14,71,74,58,66,0,64.12,13.06,24.81,38.21,46.63,56.82,46.63,Declining,Medium,60.46
Maharashtra,Mumbai Suburban,Mumbai Suburban Assembly,Mumbai Suburban Assembly,Mumbai Suburban Assembly,Urban,523288,346630,177289,169341,126348,41999,82.04,80,72,90,91,0,66.08,16.36,31.31,44.93,54.5,65.61,54.5,Declining,Low,69.26
Maharashtra,Nagpur,Nagpur Assembly,Nagpur Assembly,Nagpur Assembly,Urban,534060,374196,195467,178729,126937,39266,78.19,89,66,74,75,0,56.94,13.85,23.61,36.5,46.37,53.7,46.37,Stable,Low,58.81
Maharashtra,Nanded,Nanded Assembly,Nanded Assembly,Nanded Assembly,Rural,361762,264358,140872,123486,68882,37366,73.89,55,58,71,81,0,66.5,15.91,27.56,40.89,53.76,60.75,53.76,Stable,Low,66.44
Maharashtra,Nandurbar,Nandurbar Assembly,Nandurbar Assembly,Nandurbar Assembly,Rural,614034,377308,198048,179260,102698,45637,67.06,40,74,55,37,0,75.04,17.24,30.61,45.12,55.13,66.45,55.13,Declining,Medium,72.86
Maharashtra,Nashik,Nashik Assembly,Nashik Assembly,Nashik Assembly,Rural,291491,176354,91971,84383,58666,18067,77.49,60,77,53,55,0,72.07,16.41,29.45,45.61,53.56,67.97,53.56,Declining,Medium,71.19
Maharashtra,Osmanabad,Osmanabad Assembly,Osmanabad Assembly,Osmanabad Assembly,Rural,211017,147230,75432,71798,41431,17629,69.74,46,61,69,56,0,64.6,15.9,27.46,40.3,51.7,60.06,51.7,Stable,Low,66.7
Maharashtra,Palghar,Palghar Assembly,Palghar Assembly,Palghar Assembly,Urban,231690,163314,86311,77003,53162,23235,73.25,61,68,54,36,0,65.61,12.85,25.82,37.94,46.69,57.5,46.69,Declining,High,60.1
Maharashtra,Parbhani,Parbhani Assembly,Parbhani Assembly,Parbhani Assembly,Rural,381533,236958,123781,113177,83463,27603,70.85,67,73,50,61,1,64.8,12.2,27.89,36.28,50.99,56.48,50.99,Stable,Medium,62.22
Maharashtra,Pune,Pune Assembly,Pune Assembly,Pune Assembly,Urban,386232,275596,147978,127618,97228,35869,84.72,98,65,93,69,0,74.22,14.37,32.83,49.92,57.98,70.8,57.98,Declining,Low,77.04
Maharashtra,Raigad,Raigad Assembly,Raigad Assembly,Raigad Assembly,Rural,357218,257007,131017,125990,89477,25734,76.15,67,78,56,50,0,81.05,16.61,35.31,49.89,65.5,78.62,65.5,Declining,Low,82.4
Maharashtra,Ratnagiri,Ratnagiri Assembly,Ratnagiri Assembly,Ratnagiri Assembly,Rural,442640,321628,162774,158854,121853,44187,73.62,50,61,77,54,0,73.69,15.76,30.44,47.51,59.53,66.48,59.53,Declining,Low,73.24
Maharashtra,Sangli,Sangli Assembly,Sangli Assembly,Sangli Assembly,Rural,602397,364204,191313,172891,133048,54251,73.19,48,66,75,64,0,66.83,13.44,30.78,41.53,54.46,66.06,54.46,Declining,Low,69.76
Maharashtra,Satara,Satara Assembly,Satara Assembly,Satara Assembly,Urban,243138,156015,80646,75369,40435,20471,87.61,90,90,75,67,0,69.63,15.87,29.61,42.78,58.02,64.16,58.02,Accelerating,Low,70.81
Maharashtra,Sindhudurg,Sindhudurg Assembly,Sindhudurg Assembly,Sindhudurg Assembly,Rural,478931,338084,179520,158564,113965,31233,76.43,84,58,83,46,0,79.8,16.83,36.81,49.9,65.64,76.94,65.64,Declining,Low,81.15
Maharashtra,Solapur,Solapur Assembly,Solapur Assembly,Solapur Assembly,Rural,626771,441447,235082,206365,106606,60298,76.15,63,60,91,54,1,72.16,14.03,32.11,44.17,53.93,66.36,53.93,Declining,Medium,71.55
Maharashtra,Thane,Thane Assembly,Thane Assembly,Thane Assembly,Urban,360249,251709,131950,119759,63960,33339,73.5,76,70,74,63,0,58.88,11.21,24.78,35.74,45.89,52.89,45.89,Declining,Low,57.78
Maharashtra,Wardha,Wardha Assembly,Wardha Assembly,Wardha Assembly,Urban,526874,385317,206006,179311,93007,40182,86.12,70,65,79,52,0,60.62,12.5,26.01,36.17,47.77,56.09,47.77,Declining,Medium,58.6
Maharashtra,Washim,Washim Assembly,Washim Assembly,Washim Assembly,Rural,577243,363623,195014,168609,122042,47141,78.21,85,53,74,68,1,78.73,17.18,34.46,45.56,56.52,71.13,56.52,Declining,High,75.03
Maharashtra,Yavatmal,Yavatmal Assembly,Yavatmal Assembly,Yavatmal Assembly,Rural,422802,279010,148738,130272,91440,36574,65.01,39,64,61,77,0,75.78,18.59,34.24,50.41,58.42,71.49,58.42,Declining,Low,77.68
Manipur,Bishnupur,Bishnupur Assembly,Bishnupur Assembly,Bishnupur Assembly,Rural,600474,438770,223616,215154,119654,59980,72.74,61,68,67,64,0,70.68,14.51,29.95,46.28,58.48,67.85,58.48,Declining,Low,73.55
Manipur,Chandel,Chandel Assembly,Chandel Assembly,Chandel Assembly,Urban,644249,396871,210068,186803,138657,44431,76.87,66,77,73,88,1,66.99,13.71,27.43,39.31,51.22,61.18,51.22,Declining,Medium,63.98
Manipur,Churachandpur,Churachandpur Assembly,Churachandpur Assembly,Churachandpur Assembly,Rural,581461,353131,182218,170913,106317,35909,76.06,61,78,87,42,0,73.64,13.57,30.17,43.17,56.57,67.24,56.57,Declining,Low,74.37
Manipur,Imphal East,Imphal East Assembly,Imphal East Assembly,Imphal East Assembly,Urban,501396,324735,164094,160641,101738,33214,78.36,82,65,69,55,0,67.41,15.45,30.3,43.84,52.38,66.74,52.38,Declining,Low,69.82
Manipur,Imphal West,Imphal West Assembly,Imphal West Assembly,Imphal West Assembly,Urban,525252,342892,177192,165700,94539,33473,73.94,68,67,81,52,0,57.22,12.39,25.54,35.44,45.37,55.57,45.37,Declining,Low,58.87
Manipur,Jiribam,Jiribam Assembly,Jiribam Assembly,Jiribam Assembly,Urban,509653,317430,168644,148786,91375,31773,82.31,81,54,63,57,0,66.96,12.14,26.29,37.87,50.44,61.31,50.44,Declining,Medium,65.25
Manipur,Kakching,Kakching Assembly,Kakching Assembly,Kakching Assembly,Urban,242781,156985,81094,75891,42426,19694,87.61,64,88,68,70,1,70.57,12.69,28.18,43.41,51.53,65.07,51.53,Declining,Medium,68.57
Manipur,Kamjong,Kamjong Assembly,Kamjong Assembly,Kamjong Assembly,Rural,241606,165420,86548,78872,58590,15510,76.05,49,65,78,73,0,65.77,13.4,27.79,43.65,55.84,65.61,55.84,Declining,Low,69.22
Manipur,Kangpokpi,Kangpokpi Assembly,Kangpokpi Assembly,Kangpokpi Assembly,Rural,621916,374713,201368,173345,116706,55519,74.09,68,70,95,79,0,72.44,15.5,35.07,47.16,59.66,72.28,59.66,Declining,Low,79.25
Manipur,Noney,Noney Assembly,Noney Assembly,Noney Assembly,Rural,615986,434986,222810,212176,141937,64880,73.24,60,71,66,47,0,66.77,15.12,30.34,42.47,55.79,62.2,55.79,Declining,Low,68.6
Manipur,Pherzawl,Pherzawl Assembly,Pherzawl Assembly,Pherzawl Assembly,Rural,506212,360640,189296,171344,126228,42464,78.06,30,56,82,69,0,69.97,16.39,30.64,43.83,51.78,63.88,51.78,Declining,Medium,68.83
Manipur,Senapati,Senapati Assembly,Senapati Assembly,Senapati Assembly,Rural,509101,374047,191066,182981,115415,50778,76.33,70,63,98,29,1,68.86,12.32,29.86,42.94,54.28,65.37,54.28,Declining,Low,68.23
Manipur,Tamenglong,Tamenglong Assembly,Tamenglong Assembly,Tamenglong Assembly,Urban,614758,378588,202367,176221,114024,43088,84.9,57,83,66,53,0,67.59,11.78,27.23,39.61,47.56,57.55,47.56,Declining,High,61.92
Manipur,Tengnoupal,Tengnoupal Assembly,Tengnoupal Assembly,Tengnoupal Assembly,Urban,619372,423220,227203,196017,137479,40365,88.35,88,78,84,85,0,68.57,15.69,31.55,44.64,55.8,65.69,55.8,Declining,Low,72.97
Manipur,Thoubal,Thoubal Assembly,Thoubal Assembly,Thoubal Assembly,Rural,521974,313300,163444,149856,90283,46941,75.36,58,72,81,52,0,79.51,18.95,34.37,51.32,62.15,76.14,62.15,Declining,Low,80.84
Manipur,Ukhrul,Ukhrul Assembly,Ukhrul Assembly,Ukhrul Assembly,Rural,382959,236762,126202,110560,76303,22218,76.8,57,65,58,87,0,72.89,15.06,30.19,46.17,58.02,69.93,58.02,Declining,Low,73.49
Meghalaya,East Garo Hills,East Garo Hills Assembly,East Garo Hills Assembly,East Garo Hills Assembly,Urban,370093,234592,124394,110198,85744,30068,84.69,69,77,68,68,0,69.87,15.27,31.57,46.58,54.53,66.16,54.53,Declining,Low,72.03
Meghalaya,East Jaintia Hills,East Jaintia Hills Assembly,East Jaintia Hills Assembly,East Jaintia Hills Assembly,Urban,304078,195002,105197,89805,52810,20848,80.1,79,71,67,65,0,66.98,12.21,28.12,43.71,55.25,63.92,55.25,Declining,Low,67.77
Meghalaya,East Khasi Hills,East Khasi Hills Assembly,East Khasi Hills Assembly,East Khasi Hills Assembly,Urban,249803,154663,79383,75280,37509,22589,74.38,78,72,60,44,0,66.13,14.38,30.25,41.6,53.01,62.9,53.01,Declining,Low,66.4
Meghalaya,North Garo Hills,North Garo Hills Assembly,North Garo Hills Assembly,North Garo Hills Assembly,Urban,246320,168351,85513,82838,47190,17025,83.43,88,82,58,50,1,65.18,14.35,26.56,37.91,47.32,57.55,47.32,Declining,Medium,62.18
Meghalaya,Ri Bhoi,Ri Bhoi Assembly,Ri Bhoi Assembly,Ri Bhoi Assembly,Rural,366351,255592,133280,122312,75357,32540,78.5,59,58,95,36,0,68.27,16.13,30.18,42.57,54.86,61.69,54.86,Declining,Low,67.97
Meghalaya,South Garo Hills,South Garo Hills Assembly,South Garo Hills Assembly,South Garo Hills Assembly,Urban,523127,362151,190517,171634,112958,50043,78.98,69,69,59,86,0,63.62,14.01,28.99,41.44,49.5,61.96,49.5,Declining,Low,64.96
Meghalaya,South West Garo Hills,South West Garo Hills Assembly,South West Garo Hills Assembly,South West Garo Hills Assembly,Urban,258004,179503,91956,87547,50437,17008,80.81,66,66,72,70,0,62.95,14.83,25.71,37.26,49.19,56.7,49.19,Stable,Low,61.79
Meghalaya,South West Khasi Hills,South West Khasi Hills Assembly,South West Khasi Hills Assembly,South West Khasi Hills Assembly,Urban,635323,405206,207914,197292,147455,41854,80.42,89,71,75,84,0,68.78,16.08,31.0,44.22,55.49,66.73,55.49,Declining,Low,71.66
Meghalaya,West Garo Hills,West Garo Hills Assembly,West Garo Hills Assembly,West Garo Hills Assembly,Urban,234766,154610,79625,74985,55748,15349,80.22,96,64,84,43,1,68.8,15.55,26.37,38.7,52.99,62.14,52.99,Accelerating,Medium,64.9
Meghalaya,West Jaintia Hills,West Jaintia Hills Assembly,West Jaintia Hills Assembly,West Jaintia Hills Assembly,Urban,399162,268080,138721,129359,68175,37711,82.32,82,76,56,50,0,59.12,13.48,24.96,37.42,46.55,53.85,46.55,Declining,Low,57.7
Meghalaya,West Khasi Hills,West Khasi Hills Assembly,West Khasi Hills Assembly,West Khasi Hills Assembly,Urban,260722,173115,89808,83307,56192,24171,79.8,67,63,41,85,0,66.54,12.47,26.64,39.38,49.54,60.48,49.54,Declining,Medium,64.68
Mizoram,Aizawl,Aizawl Assembly,Aizawl Assembly,Aizawl Assembly,Rural,434204,289638,147312,142326,85522,42634,70.76,67,56,74,40,0,80.84,15.29,34.32,52.08,66.38,77.66,66.38,Declining,Low,80.96
Mizoram,Champhai,Champhai Assembly,Champhai Assembly,Champhai Assembly,Urban,209072,135304,70292,65012,38452,12883,76.57,74,60,56,73,0,75.26,17.94,32.86,46.26,59.63,72.12,59.63,Declining,Low,75.47
Mizoram,Kolasib,Kolasib Assembly,Kolasib Assembly,Kolasib Assembly,Urban,621343,441039,228157,212882,152047,63667,86.82,66,77,75,93,0,67.57,16.62,29.08,41.93,55.31,68.7,55.31,Stable,Low,72.01
Mizoram,Lawngtlai,Lawngtlai Assembly,Lawngtlai Assembly,Lawngtlai Assembly,Urban,197300,137736,70875,66861,51232,19273,82.97,65,77,61,87,0,65.69,16.64,29.07,42.78,54.48,63.25,54.48,Stable,Low,69.72
Mizoram,Lunglei,Lunglei Assembly,Lunglei Assembly,Lunglei Assembly,Rural,514446,351835,184835,167000,105711,32803,71.26,48,66,77,50,0,67.67,16.03,30.47,40.25,52.19,61.62,52.19,Declining,Low,67.52
Mizoram,Mamit,Mamit Assembly,Mamit Assembly,Mamit Assembly,Rural,520526,320591,164076,156515,88306,33641,72.45,64,50,66,61,0,66.51,12.97,28.94,44.04,53.8,65.9,53.8,Declining,Low,69.46
Mizoram,Saiha,Saiha Assembly,Saiha Assembly,Saiha Assembly,Rural,621908,430509,223940,206569,131755,51553,74.72,64,60,80,51,0,66.37,14.19,27.5,41.38,54.2,61.76,54.2,Stable,Low,67.46
Mizoram,Serchhip,Serchhip Assembly,Serchhip Assembly,Serchhip Assembly,Rural,491857,333135,171116,162019,93104,34355,71.35,66,57,63,64,0,64.55,12.46,29.98,40.51,52.63,61.52,52.63,Declining,Low,67.29
Nagaland,Dimapur,Dimapur Assembly,Dimapur Assembly,Dimapur Assembly,Rural,595813,368096,197840,170256,133616,39794,73.4,50,51,62,44,0,70.88,17.15,29.17,44.58,57.32,69.22,57.32,Stable,Low,72.47
Nagaland,Kiphire,Kiphire Assembly,Kiphire Assembly,Kiphire Assembly,Rural,236947,152085,79146,72939,36678,14441,65.02,62,53,74,51,0,70.99,14.68,31.23,42.02,55.93,65.41,55.93,Declining,Low,71.54
Nagaland,Kohima,Kohima Assembly,Kohima Assembly,Kohima Assembly,Urban,635725,436226,235368,200858,147153,50200,82.05,63,83,70,52,0,67.14,13.29,25.87,38.76,51.91,60.58,51.91,Stable,Medium,64.35
Nagaland,Longleng,Longleng Assembly,Longleng Assembly,Longleng Assembly,Urban,205816,132450,71061,61389,36840,18530,88.69,74,71,68,50,0,68.36,15.23,29.9,41.79,53.3,63.0,53.3,Declining,Low,67.14
Nagaland,Mokokchung,Mokokchung Assembly,Mokokchung Assembly,Mokokchung Assembly,Rural,254280,157827,82862,74965,42202,14468,75.88,78,71,80,75,0,74.94,16.18,32.65,48.96,64.34,72.81,64.34,Stable,Low,80.33
Nagaland,Mon,Mon Assembly,Mon Assembly,Mon Assembly,Rural,570449,393665,211367,182298,143725,44624,68.01,36,58,84,56,0,63.98,15.09,26.33,40.74,50.88,60.46,50.88,Stable,Low,65.76
Nagaland,Peren,Peren Assembly,Peren Assembly,Peren Assembly,Rural,369060,232506,122780,109726,81352,23604,73.21,66,67,83,70,0,69.27,15.08,31.21,44.08,55.06,64.86,55.06,Declining,Low,70.81
Nagaland,Phek,Phek Assembly,Phek Assembly,Phek Assembly,Rural,225667,155790,80379,75411,45514,16473,75.16,59,79,52,81,0,72.5,16.17,32.81,47.96,61.21,71.64,61.21,Declining,Low,76.74
Nagaland,Tuensang,Tuensang Assembly,Tuensang Assembly,Tuensang Assembly,Rural,313438,210658,112537,98121,79392,20323,77.91,62,73,67,85,0,65.38,14.49,29.0,41.87,51.96,62.21,51.96,Declining,Low,67.47
Nagaland,Wokha,Wokha Assembly,Wokha Assembly,Wokha Assembly,Rural,310016,225699,121166,104533,78513,28665,72.58,73,55,70,64,0,76.07,15.78,31.83,45.52,60.11,71.43,60.11,Stable,Low,78.1
Nagaland,Zunheboto,Zunheboto Assembly,Zunheboto Assembly,Zunheboto Assembly,Rural,224348,148876,76644,72232,37969,20956,74.77,56,62,69,38,0,75.87,17.02,30.93,45.74,56.58,64.77,56.58,Declining,Medium,71.77
Odisha,Angul,Angul Assembly,Angul Assembly,Angul Assembly,Rural,207278,151952,77485,74467,41326,15682,66.22,56,78,28,67,0,68.49,12.76,30.76,42.94,52.92,63.2,52.92,Declining,Low,67.88
Odisha,Balangir,Balangir Assembly,Balangir Assembly,Balangir Assembly,Rural,425702,298239,155588,142651,73461,43544,74.29,70,71,68,84,0,74.54,18.11,31.96,48.16,59.74,71.95,59.74,Declining,Low,79.4
Odisha,Balasore,Balasore Assembly,Balasore Assembly,Balasore Assembly,Rural,362631,243633,124126,119507,68327,23187,77.99,75,48,65,76,0,68.84,13.16,31.29,41.54,55.82,66.72,55.82,Declining,Low,69.75
Odisha,Bargarh,Bargarh Assembly,Bargarh Assembly,Bargarh Assembly,Rural,236238,156990,82984,74006,48131,19807,78.78,61,74,84,66,0,70.14,16.17,33.11,48.37,57.4,70.69,57.4,Declining,Low,74.82
Odisha,Bhadrak,Bhadrak Assembly,Bhadrak Assembly,Bhadrak Assembly,Rural,190547,121058,62886,58172,42543,14345,75.69,68,64,98,73,0,72.25,15.5,32.51,44.13,61.05,71.52,61.05,Stable,Low,75.52
